Iteration,Phase,Loss,Reward,Entropy,WinRate,DealInRate,MeanShantenRed
1622,1,0.1157,0.0064,1.2942,0.6667,0.2059,6.0784
1623,1,0.1064,0.0064,1.2632,0.7308,0.1769,6.4615
1624,1,0.0969,0.0068,1.2959,0.6277,0.1702,6.4362
1625,1,0.0963,0.0066,1.2761,0.6124,0.2481,6.5581
1626,1,0.1019,0.0053,1.3186,0.5714,0.1429,6.6484
1627,1,0.0783,0.0063,1.2966,0.4878,0.1870,6.2846
1628,1,0.1141,0.0051,1.2685,0.6952,0.2190,6.6571
1629,1,0.1088,0.0063,1.3027,0.6346,0.1827,6.4038
1630,1,0.1041,0.0059,1.2707,0.5981,0.2336,6.5794
1631,1,0.1333,0.0079,1.2655,0.5625,0.2188,6.5938
1632,1,0.1167,0.0088,1.2554,0.6593,0.1319,6.4835
1633,1,0.1231,0.0069,1.2831,0.6452,0.1532,6.2984
1634,1,0.1247,0.0085,1.2644,0.6754,0.1404,6.4737
1635,1,0.1022,0.0080,1.2590,0.6139,0.1485,6.5347
1636,1,0.1059,0.0068,1.2754,0.5446,0.1786,6.2411
1637,1,0.1320,0.0094,1.3135,0.5739,0.1826,6.1130
1638,1,0.1164,0.0055,1.2861,0.5197,0.1732,6.6614
1639,1,0.1168,0.0057,1.2337,0.6582,0.2405,6.2785
1640,1,0.1183,0.0086,1.2661,0.6268,0.1479,6.5634
1641,1,0.1144,0.0079,1.2682,0.6593,0.1868,6.8352
1642,1,0.1194,0.0058,1.2722,0.5841,0.1947,6.3363
1643,1,0.1257,0.0090,1.2339,0.6281,0.1488,6.5537
1644,1,0.1047,0.0062,1.2683,0.7653,0.1735,6.4898
1645,1,0.1084,0.0057,1.2733,0.5678,0.1949,6.2712
1646,1,0.1055,0.0069,1.2601,0.6082,0.2165,6.0722
1647,1,0.1023,0.0077,1.3042,0.5809,0.1912,6.3750
1648,1,0.1038,0.0081,1.2768,0.6344,0.1505,6.7097
1649,1,0.1165,0.0078,1.2943,0.6667,0.2137,6.3162
1650,1,0.1029,0.0066,1.2952,0.5818,0.1727,6.2455
1651,1,0.0624,0.0054,1.4356,0.6625,0.1375,6.5250
1652,1,0.1044,0.0088,1.4328,0.6091,0.1545,6.2455
1653,1,0.0803,0.0049,1.4263,0.6574,0.1944,6.9444
1654,1,0.0775,0.0081,1.4405,0.5900,0.2100,6.4400
1655,1,0.0842,0.0068,1.4565,0.6990,0.1359,6.7476
1656,1,0.1028,0.0048,1.4632,0.5966,0.1933,6.5882
1657,1,0.0946,0.0065,1.4295,0.6633,0.1224,6.5306
1658,1,0.0996,0.0087,1.4234,0.7481,0.1185,6.7778
1659,1,0.0977,0.0076,1.4175,0.7634,0.1290,6.4409
1660,1,0.0700,0.0066,1.4531,0.6441,0.1864,6.2458
1661,1,0.0868,0.0057,1.4725,0.6460,0.2920,6.7080
1662,1,0.0992,0.0074,1.4803,0.6154,0.1731,6.4808
1663,1,0.0650,0.0067,1.4360,0.7789,0.1158,6.3368
1664,1,0.0831,0.0078,1.4803,0.6739,0.2174,6.2754
1665,1,0.0774,0.0060,1.4654,0.5714,0.1905,6.4405
1666,1,0.0853,0.0081,1.4199,0.7037,0.1556,6.2963
1667,1,0.0958,0.0053,1.4490,0.5980,0.1863,6.6863
1668,1,0.0896,0.0051,1.4284,0.6238,0.1485,6.5941
1669,1,0.0989,0.0044,1.4465,0.7007,0.1606,6.2701
1670,1,0.0994,0.0098,1.4362,0.6598,0.1443,6.4536
1671,1,0.0827,0.0071,1.4260,0.7849,0.1075,6.6559
1672,1,0.0993,0.0046,1.4523,0.7037,0.1389,6.8241
1673,1,0.1036,0.0086,1.4612,0.6299,0.1969,6.2598
1674,1,0.1044,0.0083,1.4499,0.6909,0.0818,6.6545
1675,1,0.0832,0.0075,1.4614,0.6000,0.1400,7.0200
1676,1,0.0930,0.0076,1.4790,0.6316,0.1579,6.3333
1677,1,0.0842,0.0071,1.4184,0.7900,0.1700,6.7300
1678,1,0.1010,0.0053,1.4316,0.6000,0.2148,6.3259
1679,1,0.0718,0.0074,1.4384,0.6989,0.2151,6.6237
1680,1,0.0956,0.0064,1.4890,0.5726,0.1129,6.3306
1681,1,0.0896,0.0059,1.4349,0.6042,0.1458,6.0208
1682,1,0.0968,0.0077,1.4805,0.6493,0.1940,6.4328
1683,1,0.0765,0.0070,1.4314,0.5699,0.1828,6.7204
1684,1,0.0964,0.0059,1.4183,0.7523,0.0917,6.7156
1685,1,0.0815,0.0050,1.4678,0.5841,0.1770,6.7965
1686,1,0.0855,0.0057,1.4350,0.7600,0.1400,6.5200
1687,1,0.0951,0.0080,1.4606,0.7417,0.2167,6.6583
1688,1,0.0974,0.0054,1.4538,0.7103,0.1776,6.2056
1689,1,0.0906,0.0052,1.4485,0.5333,0.2333,6.8222
1690,1,0.0927,0.0051,1.4509,0.6640,0.2400,6.5040
1691,1,0.0768,0.0076,1.4264,0.6036,0.1171,6.5495
1692,1,0.0932,0.0058,1.4505,0.5490,0.1863,6.4118
1693,1,0.1054,0.0089,1.4317,0.7075,0.1887,6.7830
1694,1,0.0913,0.0081,1.4611,0.6179,0.1463,6.3659
1695,1,0.1021,0.0079,1.4503,0.6887,0.1321,6.3774
1696,1,0.0913,0.0069,1.4818,0.6000,0.1909,6.3455
1697,1,0.0767,0.0072,1.4713,0.5833,0.1333,6.3000
1698,1,0.0961,0.0080,1.5063,0.5941,0.1584,6.3564
1699,1,0.0846,0.0061,1.4401,0.6404,0.1404,6.6228
1700,1,0.0841,0.0063,1.4515,0.6727,0.1909,6.4364
1701,1,0.1071,0.0079,1.4494,0.7213,0.1639,6.4262
1702,1,0.0712,0.0067,1.4605,0.5980,0.1471,6.3235
1703,1,0.1180,0.0066,1.4461,0.6504,0.1626,6.5935
1704,1,0.0847,0.0073,1.4592,0.5934,0.1099,6.6264
1705,1,0.1088,0.0063,1.4208,0.5417,0.1667,6.6583
1706,1,0.0868,0.0082,1.4238,0.7117,0.1081,6.5856
1707,1,0.0912,0.0059,1.4494,0.6186,0.1753,6.5155
1708,1,0.0722,0.0064,1.4385,0.6071,0.1964,6.5714
1709,1,0.1014,0.0055,1.4548,0.6260,0.1789,6.3821
1710,1,0.0871,0.0072,1.4720,0.6322,0.1264,6.5057
1711,1,0.1006,0.0049,1.4807,0.6791,0.1567,6.4851
1712,1,0.0849,0.0065,1.4805,0.6442,0.1827,6.4327
1713,1,0.0813,0.0074,1.4361,0.6699,0.1553,6.6019
1714,1,0.1111,0.0053,1.4793,0.5294,0.1429,6.3950
1715,1,0.0804,0.0045,1.4484,0.4762,0.1619,6.4095
1716,1,0.0804,0.0062,1.4159,0.6000,0.0960,6.3920
1717,1,0.0865,0.0054,1.4575,0.5631,0.1068,6.3495
1718,1,0.0874,0.0074,1.4223,0.6727,0.1364,6.6727
1719,1,0.0813,0.0056,1.4466,0.7961,0.1165,7.0097
1720,1,0.1024,0.0071,1.4430,0.5963,0.1284,6.5229
1721,1,0.0810,0.0064,1.4498,0.5253,0.1111,6.4444
1722,1,0.0948,0.0087,1.4640,0.6545,0.2545,6.5000
1723,1,0.0894,0.0061,1.4481,0.6694,0.1322,6.3802
1724,1,0.0979,0.0073,1.4586,0.5079,0.2460,6.3175
1725,1,0.0860,0.0059,1.4420,0.7170,0.1509,6.5472
1726,1,0.0918,0.0067,1.4197,0.6957,0.1913,6.4783
1727,1,0.0933,0.0072,1.4760,0.6538,0.1346,6.5096
1728,1,0.0954,0.0074,1.4560,0.6991,0.1858,6.5752
1729,1,0.0805,0.0073,1.4765,0.7411,0.1518,6.5804
1730,1,0.0841,0.0054,1.4881,0.6916,0.1963,6.5327
1731,1,0.0915,0.0075,1.4441,0.6990,0.1650,6.3107
1732,1,0.0997,0.0046,1.4664,0.6990,0.1068,6.4854
1733,1,0.0894,0.0087,1.4387,0.6452,0.1774,6.2581
1734,1,0.0877,0.0068,1.4821,0.7184,0.0874,6.6505
1735,1,0.1074,0.0067,1.4650,0.7431,0.1560,6.5688
1736,1,0.0786,0.0063,1.4256,0.7522,0.2301,6.5221
1737,1,0.0973,0.0052,1.4531,0.6373,0.1275,6.3333
1738,1,0.0785,0.0059,1.4625,0.7119,0.1525,6.5339
1739,1,0.0880,0.0069,1.4499,0.6545,0.2000,6.5818
1740,1,0.0831,0.0063,1.4351,0.7000,0.1000,6.6364
1741,1,0.0830,0.0078,1.4322,0.6931,0.0693,6.6436
1742,1,0.0858,0.0072,1.4653,0.6757,0.1171,6.4414
1743,1,0.0979,0.0084,1.4397,0.6396,0.1441,6.2703
1744,1,0.0748,0.0076,1.4174,0.7798,0.1101,6.7523
1745,1,0.1025,0.0056,1.4384,0.5545,0.1636,6.4545
1746,1,0.0977,0.0053,1.4911,0.6396,0.2072,6.3243
1747,1,0.1028,0.0047,1.4212,0.7232,0.1696,6.6875
1748,1,0.0751,0.0054,1.4493,0.7949,0.1966,6.7350
1749,1,0.0772,0.0077,1.4547,0.8953,0.0930,6.3837
1750,1,0.1090,0.0107,1.4652,0.6897,0.1724,6.4069
1751,1,0.0798,0.0069,1.4364,0.6304,0.2391,6.4457
1752,1,0.0886,0.0059,1.4637,0.5586,0.1712,6.4414
1753,1,0.0969,0.0065,1.4361,0.6034,0.1121,6.8190
1754,1,0.0818,0.0057,1.4295,0.7475,0.1515,6.5152
1755,1,0.0971,0.0069,1.4633,0.5250,0.1417,6.2167
1756,1,0.0703,0.0062,1.4315,0.7708,0.2188,6.6667
1757,1,0.1140,0.0059,1.4272,0.6098,0.1626,6.6748
1758,1,0.0804,0.0075,1.4574,0.6210,0.1855,6.3952
1759,1,0.0898,0.0050,1.4608,0.6286,0.2095,6.5905
1760,1,0.1039,0.0057,1.4642,0.7473,0.1868,6.5714
1761,1,0.0800,0.0081,1.4768,0.5221,0.2389,6.3186
1762,1,0.0807,0.0062,1.4584,0.6263,0.1818,6.4343
1763,1,0.0830,0.0069,1.4706,0.5517,0.2155,6.3621
1764,1,0.0795,0.0064,1.4329,0.6757,0.2162,6.3604
1765,1,0.0861,0.0058,1.4446,0.7190,0.2066,6.5207
1766,1,0.0843,0.0089,1.4378,0.7627,0.2119,6.4237
1767,1,0.0987,0.0055,1.4557,0.6250,0.1731,6.4423
1768,1,0.0953,0.0071,1.4367,0.5913,0.2261,6.4957
1769,1,0.0900,0.0064,1.4471,0.6893,0.1068,6.1262
1770,1,0.0850,0.0077,1.4399,0.7521,0.1405,6.5537
1771,1,0.0880,0.0061,1.4485,0.6111,0.2130,6.5370
1772,1,0.0853,0.0056,1.4893,0.6337,0.1782,6.5941
1773,1,0.0780,0.0074,1.4620,0.5963,0.1927,6.2844
1774,1,0.0998,0.0066,1.4520,0.6231,0.1692,6.4462
1775,1,0.1044,0.0071,1.4559,0.5872,0.1376,6.5138
1776,1,0.0830,0.0071,1.4654,0.8039,0.1863,6.6373
1777,1,0.0915,0.0069,1.4575,0.4775,0.2072,6.2162
1778,1,0.0919,0.0060,1.4350,0.6792,0.2453,6.3962
1779,1,0.0742,0.0056,1.4301,0.5728,0.2039,6.7670
1780,1,0.0751,0.0052,1.4184,0.6724,0.2155,6.4052
1781,1,0.0990,0.0088,1.5100,0.5667,0.1833,6.1833
1782,1,0.1045,0.0056,1.3988,0.7653,0.2959,6.6531
1783,1,0.0886,0.0064,1.4448,0.6754,0.1404,6.5614
1784,1,0.0957,0.0066,1.4704,0.7615,0.1692,6.4077
1785,1,0.0914,0.0053,1.4342,0.6444,0.1556,6.7222
1786,1,0.0981,0.0061,1.4705,0.6667,0.1111,6.7130
1787,1,0.0878,0.0064,1.4481,0.5932,0.1271,6.6525
1788,1,0.1064,0.0057,1.4584,0.6460,0.1504,6.2832
1789,1,0.0928,0.0077,1.4663,0.4953,0.1495,6.2710
1790,1,0.0793,0.0051,1.4382,0.7273,0.1212,6.5859
1791,1,0.0906,0.0059,1.4394,0.7769,0.1385,6.5923
1792,1,0.0883,0.0049,1.4417,0.6022,0.1720,6.5161
1793,1,0.0871,0.0039,1.4410,0.7963,0.1852,6.6204
1794,1,0.0961,0.0060,1.4320,0.6355,0.1121,6.5234
1795,1,0.0879,0.0071,1.4535,0.6957,0.1913,6.5043
1796,1,0.0857,0.0055,1.4313,0.7091,0.1455,6.8091
1797,1,0.1042,0.0062,1.4468,0.6923,0.1154,6.6154
1798,1,0.0774,0.0067,1.4747,0.7168,0.1150,6.3186
1799,1,0.1127,0.0081,1.4575,0.6803,0.1803,6.3852
1800,1,0.0917,0.0095,1.4416,0.6053,0.1491,6.5526
1801,1,0.0837,0.0077,1.4345,0.7766,0.1809,6.6489
1802,1,0.0864,0.0050,1.4129,0.6250,0.1875,6.7500
1803,1,0.0970,0.0049,1.4437,0.6903,0.1239,6.6903
1804,1,0.0830,0.0070,1.4660,0.6018,0.1327,6.4071
1805,1,0.0755,0.0070,1.4540,0.6429,0.1071,6.5625
1806,1,0.0786,0.0085,1.4571,0.5340,0.1456,6.0971
1807,1,0.0874,0.0073,1.4374,0.5760,0.2960,6.3840
1808,1,0.0984,0.0072,1.4499,0.6154,0.1978,6.2088
1809,1,0.0933,0.0056,1.4774,0.6923,0.1538,6.2231
1810,1,0.0929,0.0068,1.4858,0.6604,0.1604,6.4151
1811,1,0.1042,0.0081,1.4548,0.7928,0.1982,6.5676
1812,1,0.0778,0.0039,1.4584,0.6667,0.2544,6.5351
1813,1,0.0839,0.0072,1.4512,0.6330,0.1468,6.4771
1814,1,0.0854,0.0063,1.4777,0.7273,0.2479,6.3884
1815,1,0.0959,0.0058,1.4726,0.5955,0.1011,6.1573
1816,1,0.1043,0.0088,1.4015,0.6667,0.1667,6.3913
1817,1,0.0871,0.0063,1.4725,0.7000,0.1800,6.6100
1818,1,0.0965,0.0049,1.4444,0.6577,0.2342,6.8198
1819,1,0.0941,0.0066,1.4666,0.6449,0.1308,6.1589
1820,1,0.0922,0.0062,1.4448,0.6609,0.1391,6.5130
1821,1,0.0942,0.0060,1.4474,0.6486,0.2252,6.7477
1822,1,0.0990,0.0062,1.4667,0.7010,0.1443,6.5464
1823,1,0.1063,0.0086,1.4280,0.6172,0.1641,6.4219
1824,1,0.0880,0.0073,1.4477,0.6702,0.2553,6.5957
1825,1,0.0909,0.0061,1.4576,0.6293,0.2155,6.9397
1826,1,0.0965,0.0057,1.4600,0.6311,0.1456,6.3592
1827,1,0.0953,0.0057,1.4287,0.7304,0.1739,6.4087
1828,1,0.0818,0.0071,1.4554,0.6970,0.1414,6.8081
1829,1,0.0893,0.0085,1.4474,0.6800,0.2480,6.2880
1830,1,0.0842,0.0066,1.4515,0.8137,0.1961,6.7059
1831,1,0.0951,0.0071,1.4791,0.7105,0.1404,6.5877
1832,1,0.0831,0.0035,1.4698,0.6286,0.1429,6.4286
1833,1,0.0800,0.0065,1.4373,0.7238,0.1619,6.8762
1834,1,0.0881,0.0061,1.4198,0.7586,0.2500,6.8534
1835,1,0.0911,0.0055,1.4484,0.7083,0.1562,6.5833
1836,1,0.0904,0.0066,1.4529,0.6909,0.2182,6.3545
1837,1,0.1023,0.0074,1.4914,0.6724,0.1638,6.5776
1838,1,0.0881,0.0068,1.4344,0.7789,0.1895,6.8421
1839,1,0.0966,0.0068,1.4344,0.7232,0.2143,6.5804
1840,1,0.0888,0.0074,1.4477,0.7619,0.1714,6.3619
1841,1,0.0816,0.0071,1.4437,0.6174,0.1826,6.5304
1842,1,0.0901,0.0081,1.4314,0.5872,0.1376,6.6789
1843,1,0.0906,0.0058,1.4593,0.6991,0.1681,6.6106
1844,1,0.0723,0.0068,1.4615,0.7290,0.1963,6.3271
1845,1,0.1276,0.0044,1.4459,0.7863,0.1368,6.5043
1846,1,0.0826,0.0052,1.4367,0.7423,0.1443,6.5258
1847,1,0.0926,0.0079,1.4505,0.6639,0.1721,6.4098
1848,1,0.0889,0.0071,1.4196,0.6263,0.1616,6.8182
1849,1,0.0871,0.0074,1.3832,0.7521,0.1653,6.4959
1850,1,0.0888,0.0053,1.4359,0.7200,0.1800,6.5900
1851,1,0.1037,0.0099,1.4510,0.6174,0.1826,6.3826
1852,1,0.1063,0.0080,1.4326,0.6325,0.1880,6.3077
1853,1,0.0917,0.0072,1.4844,0.6698,0.1509,6.5660
1854,1,0.0994,0.0069,1.4409,0.6549,0.2212,6.4248
1855,1,0.0701,0.0062,1.4576,0.7434,0.1504,6.6372
1856,1,0.0755,0.0058,1.4383,0.7857,0.2653,6.4388
1857,1,0.0762,0.0079,1.4213,0.5872,0.1743,6.5321
1858,1,0.0936,0.0084,1.4368,0.5868,0.1983,6.4628
1859,1,0.0829,0.0067,1.4618,0.7684,0.1789,6.6842
1860,1,0.0932,0.0055,1.4167,0.6124,0.2016,6.4264
1861,1,0.1027,0.0079,1.4597,0.6421,0.1684,6.4526
1862,1,0.0773,0.0080,1.4103,0.5935,0.0976,6.3496
1863,1,0.0957,0.0077,1.3837,0.7921,0.1881,6.4158
1864,1,0.0825,0.0076,1.4684,0.7679,0.1696,6.4107
1865,1,0.0902,0.0072,1.4836,0.6983,0.1724,6.5431
1866,1,0.0866,0.0083,1.4716,0.5596,0.1743,6.3119
1867,1,0.0894,0.0077,1.4379,0.5913,0.1739,6.1913
1868,1,0.0884,0.0059,1.4723,0.5760,0.2160,6.3280
1869,1,0.0789,0.0072,1.4810,0.6310,0.1905,6.2500
1870,1,0.1009,0.0081,1.4364,0.6788,0.1387,6.5036
1871,1,0.0916,0.0051,1.4460,0.7255,0.1667,7.0294
1872,1,0.0704,0.0070,1.4300,0.6000,0.1158,6.4211
1873,1,0.0875,0.0055,1.4595,0.6422,0.1927,6.7064
1874,1,0.0848,0.0077,1.4183,0.5702,0.1736,6.4463
1875,1,0.0897,0.0063,1.4609,0.6330,0.2569,6.5872
1876,1,0.0887,0.0080,1.4096,0.7636,0.1455,6.4364
1877,1,0.0997,0.0050,1.3966,0.6491,0.2105,6.5789
1878,1,0.0916,0.0049,1.4461,0.9451,0.1538,6.8901
1879,1,0.0838,0.0065,1.4374,0.6720,0.2080,6.4400
1880,1,0.0772,0.0063,1.4274,0.7108,0.2048,6.6506
1881,1,0.0815,0.0086,1.4536,0.6412,0.1374,6.3817
1882,1,0.0744,0.0067,1.4307,0.6111,0.1852,6.7778
1883,1,0.1143,0.0038,1.4258,0.6848,0.1413,6.6957
1884,1,0.0871,0.0075,1.4320,0.7059,0.1765,6.2868
1885,1,0.0803,0.0069,1.4349,0.7647,0.2353,6.6235
1886,1,0.1000,0.0077,1.4431,0.7478,0.2000,6.7826
1887,1,0.0840,0.0077,1.4304,0.6581,0.1538,6.5128
1888,1,0.0842,0.0075,1.4606,0.7524,0.1048,6.3714
1889,1,0.1184,0.0055,1.4601,0.6391,0.1429,6.4060
1890,1,0.0700,0.0060,1.4619,0.5584,0.1429,6.5455
1891,1,0.0856,0.0086,1.4400,0.6269,0.2687,6.5522
1892,1,0.0784,0.0044,1.4137,0.5714,0.1758,6.8681
1893,1,0.0840,0.0084,1.4111,0.7281,0.1754,6.4825
1894,1,0.0974,0.0086,1.4461,0.6545,0.1545,6.5182
1895,1,0.0872,0.0066,1.4289,0.6286,0.1905,6.6190
1896,1,0.0877,0.0058,1.4834,0.6721,0.1885,6.2213
1897,1,0.0970,0.0040,1.4343,0.6937,0.1802,6.5676
1898,1,0.0904,0.0047,1.4591,0.5804,0.1964,6.4286
1899,1,0.0776,0.0078,1.4574,0.6514,0.2018,6.3394
1900,1,0.1053,0.0066,1.4400,0.6224,0.2449,6.5510
1901,1,0.0903,0.0079,1.4564,0.6129,0.1935,6.4194
1902,1,0.0791,0.0058,1.4506,0.6979,0.1562,6.6979
1903,1,0.1016,0.0084,1.4445,0.6018,0.1681,6.5929
1904,1,0.0806,0.0072,1.4469,0.7455,0.2091,6.6727
1905,1,0.1044,0.0077,1.4295,0.5854,0.2602,6.4146
1906,1,0.0939,0.0037,1.4377,0.6771,0.1354,7.0000
1907,1,0.0745,0.0076,1.4596,0.6019,0.1165,6.6117
1908,1,0.0896,0.0065,1.4485,0.6731,0.1635,6.7692
1909,1,0.0962,0.0078,1.4370,0.5515,0.1544,6.3162
1910,1,0.0789,0.0067,1.4417,0.6100,0.1600,6.2900
1911,1,0.0996,0.0078,1.4476,0.7826,0.1565,6.7652
1912,1,0.0887,0.0054,1.4610,0.5532,0.2128,6.5106
1913,1,0.0918,0.0074,1.4880,0.6080,0.2160,6.2320
1914,1,0.0769,0.0072,1.4488,0.8273,0.1455,6.7182
1915,1,0.0802,0.0064,1.4284,0.6429,0.1633,6.5816
1916,1,0.0845,0.0058,1.4562,0.7273,0.1894,6.4697
1917,1,0.0849,0.0063,1.4411,0.5275,0.1758,6.1978
1918,1,0.0878,0.0086,1.4737,0.7288,0.1356,6.5000
1919,1,0.0830,0.0080,1.4511,0.6983,0.1379,6.5259
1920,1,0.0741,0.0062,1.4703,0.5093,0.1944,6.3426
1921,1,0.1004,0.0068,1.4649,0.7436,0.1709,6.3419
1922,1,0.0960,0.0078,1.4453,0.5963,0.1376,6.5780
1923,1,0.0780,0.0054,1.4303,0.7742,0.1828,6.7849
1924,1,0.0809,0.0061,1.4583,0.6250,0.1328,6.6562
1925,1,0.0780,0.0051,1.4155,0.7549,0.1863,6.6373
1926,1,0.1015,0.0043,1.4617,0.7500,0.2100,6.5900
1927,1,0.0853,0.0059,1.4486,0.5785,0.1405,6.4132
1928,1,0.0763,0.0071,1.4568,0.6429,0.1327,6.5816
1929,1,0.1048,0.0056,1.4270,0.8036,0.1786,6.5268
1930,1,0.0918,0.0057,1.4467,0.5872,0.2477,6.5872
1931,1,0.0838,0.0060,1.4489,0.6348,0.1652,6.3652
1932,1,0.1014,0.0047,1.4488,0.7129,0.1980,6.1584
1933,1,0.0851,0.0064,1.4508,0.7097,0.1774,6.4194
1934,1,0.0838,0.0070,1.4328,0.5566,0.1132,6.4434
1935,1,0.0924,0.0063,1.4566,0.6220,0.1339,6.4567
1936,1,0.0903,0.0078,1.4143,0.6211,0.1263,6.5684
1937,1,0.0896,0.0070,1.4656,0.7025,0.1983,6.2645
1938,1,0.0846,0.0080,1.3941,0.5053,0.1158,6.5684
1939,1,0.0714,0.0057,1.4745,0.5678,0.1864,6.5169
1940,1,0.0841,0.0069,1.4823,0.6635,0.2404,6.3846
1941,1,0.1086,0.0039,1.3863,0.6286,0.2286,6.9810
1942,1,0.1012,0.0067,1.4303,0.5882,0.2101,6.6471
1943,1,0.0825,0.0058,1.4398,0.6372,0.2389,6.5575
1944,1,0.0875,0.0073,1.4419,0.6900,0.1500,6.5000
1945,1,0.0869,0.0058,1.4323,0.5824,0.1538,6.7363
1946,1,0.0956,0.0081,1.4605,0.6434,0.1958,6.6084
1947,1,0.0963,0.0054,1.4169,0.6966,0.1348,6.8539
1948,1,0.0921,0.0079,1.4708,0.7708,0.1771,6.6250
1949,1,0.0771,0.0062,1.4976,0.6724,0.1207,6.1983
1950,1,0.0971,0.0068,1.4503,0.6512,0.2016,6.6512
1951,1,0.0875,0.0059,1.4310,0.7113,0.1340,6.6495
1952,1,0.0847,0.0077,1.4734,0.5798,0.1345,6.1849
1953,1,0.0862,0.0048,1.4490,0.7170,0.2264,6.5472
1954,1,0.0869,0.0073,1.4738,0.6186,0.1649,6.5670
1955,1,0.0751,0.0073,1.4502,0.5688,0.1560,6.5413
1956,1,0.0995,0.0073,1.4309,0.7667,0.2333,6.5000
1957,1,0.0950,0.0056,1.4496,0.7379,0.1359,6.7961
1958,1,0.0983,0.0069,1.4615,0.7016,0.1371,6.4839
1959,1,0.0741,0.0069,1.4529,0.5963,0.2569,6.2752
1960,1,0.0985,0.0077,1.4489,0.7304,0.1826,6.4348
1961,1,0.0728,0.0068,1.4275,0.6067,0.1236,6.6292
1962,1,0.0840,0.0071,1.4411,0.5299,0.1538,6.4188
1963,1,0.0878,0.0076,1.4264,0.6455,0.1636,6.5909
1964,1,0.0771,0.0067,1.4352,0.7544,0.2105,6.6930
1965,1,0.0847,0.0076,1.4891,0.6442,0.1827,6.5000
1966,1,0.0788,0.0040,1.4632,0.7105,0.1316,6.1842
1967,1,0.0923,0.0081,1.4708,0.6083,0.2000,6.5417
1968,1,0.1097,0.0048,1.4512,0.6789,0.1835,6.7248
1969,1,0.0722,0.0068,1.4145,0.6522,0.1957,6.4891
1970,1,0.1090,0.0073,1.4075,0.7131,0.1885,6.6967
1971,1,0.0846,0.0058,1.4568,0.5941,0.1980,6.7228
1972,1,0.0895,0.0081,1.4203,0.7000,0.1667,6.6250
1973,1,0.0841,0.0069,1.4606,0.7553,0.2234,6.4043
1974,1,0.0735,0.0071,1.4262,0.6667,0.1970,6.7727
1975,1,0.0772,0.0061,1.4411,0.4940,0.2410,6.4458
1976,1,0.0922,0.0086,1.4389,0.8182,0.1818,6.4697
1977,1,0.0847,0.0073,1.4544,0.5727,0.1545,6.6000
1978,1,0.1046,0.0062,1.4394,0.6964,0.1518,6.5268
1979,1,0.0817,0.0070,1.4568,0.7556,0.2333,6.4667
1980,1,0.0978,0.0084,1.4619,0.6260,0.1138,6.4472
1981,1,0.0807,0.0063,1.4700,0.6967,0.2049,6.4098
1982,1,0.0723,0.0069,1.4330,0.7129,0.1683,6.1683
1983,1,0.0974,0.0082,1.4587,0.6911,0.1789,6.3089
1984,1,0.0923,0.0060,1.4254,0.7174,0.1630,6.8696
1985,1,0.0825,0.0078,1.4543,0.6875,0.1161,6.6161
1986,1,0.0847,0.0082,1.4602,0.6271,0.1695,6.3390
1987,1,0.1226,0.0096,1.4399,0.7658,0.1622,6.2613
1988,1,0.0869,0.0055,1.4404,0.7107,0.2149,6.3967
1989,1,0.0778,0.0076,1.4090,0.7143,0.1099,6.4505
1990,1,0.0873,0.0073,1.4521,0.5391,0.1304,6.4174
1991,1,0.0862,0.0079,1.4574,0.6068,0.1709,6.3675
1992,1,0.0857,0.0061,1.4511,0.5818,0.2000,6.1545
1993,1,0.0928,0.0073,1.4337,0.7851,0.1983,6.8182
1994,1,0.0788,0.0067,1.4735,0.6136,0.2045,6.7386
1995,1,0.0880,0.0073,1.4270,0.7130,0.1217,6.3130
1996,1,0.0718,0.0082,1.4130,0.6814,0.1416,6.4071
1997,1,0.0908,0.0059,1.4529,0.8000,0.1714,6.6476
1998,1,0.0975,0.0067,1.4500,0.5635,0.1984,6.7540
1999,1,0.0840,0.0056,1.3993,0.5816,0.1837,6.8367
2000,1,0.0814,0.0057,1.4325,0.6273,0.2727,6.5818
2001,1,0.0936,0.0079,1.4599,0.6930,0.1842,6.4035
2002,1,0.0886,0.0056,1.4356,0.7113,0.1546,6.4948
2003,1,0.0867,0.0077,1.4419,0.7069,0.1983,6.4655
2004,1,0.0975,0.0052,1.4372,0.7105,0.1930,6.7719
2005,1,0.0726,0.0059,1.4319,0.5941,0.1386,6.5050
2006,1,0.0907,0.0095,1.4281,0.6667,0.2583,6.5000
2007,1,0.0956,0.0066,1.4574,0.5234,0.1495,6.5981
2008,1,0.0844,0.0067,1.4783,0.6847,0.2252,6.4685
2009,1,0.0862,0.0066,1.4504,0.5957,0.1489,6.5319
2010,1,0.0954,0.0060,1.4612,0.5680,0.1920,6.4080
2011,1,0.1030,0.0063,1.4465,0.6637,0.1327,6.6726
2012,1,0.0927,0.0058,1.4637,0.6471,0.1373,6.4706
2013,1,0.0696,0.0064,1.4806,0.7692,0.1058,6.2788
2014,1,0.1058,0.0087,1.4000,0.7217,0.0870,6.2435
2015,1,0.0772,0.0050,1.4650,0.8936,0.1277,6.8191
2016,1,0.1159,0.0098,1.4300,0.6187,0.1655,6.2950
2017,1,0.0983,0.0040,1.4332,0.5904,0.1807,6.9398
2018,1,0.0979,0.0084,1.4301,0.6129,0.1048,6.4677
2019,1,0.0915,0.0048,1.4678,0.7778,0.1852,6.6296
